price,carat,city,depth,table,x,y,z,cut,color,clarity
5239,1.0,Surat,61.7,57.0,6.34,6.47,3.95,Very Good,E,SI1
15977,2.01,Surat,59.8,58.0,8.21,8.15,4.89,Premium,G,SI2
1114,0.54,Las Vegas,61.4,56.0,5.25,5.27,3.23,Ideal,I,SI1
5572,1.04,Surat,61.4,58.0,6.46,6.54,3.99,Ideal,I,VS1
2350,0.6,Antwerp,61.3,59.0,5.45,5.41,3.33,Premium,F,VVS2
10111,1.09,New York City,59.9,59.0,6.73,6.7,4.02,Premium,E,VVS2
732,0.31,Kimberly,60.0,61.0,4.43,4.41,2.65,Premium,D,SI1
2822,0.7,Surat,60.7,62.0,5.72,5.68,3.46,Premium,E,VS2
14867,2.23,Paris,61.0,58.0,8.39,8.36,5.11,Premium,J,VS2
574,0.3,London,59.8,57.0,4.37,4.32,2.6,Premium,G,SI1
1084,0.51,Kimberly,61.3,58.0,5.16,5.11,3.15,Premium,I,SI1
3557,0.91,Kimberly,61.8,56.0,6.21,6.24,3.85,Ideal,G,SI2
675,0.3,Amsterdam,60.1,61.0,4.32,4.3,2.59,Premium,H,VS1
15718,2.13,Surat,62.0,55.0,8.25,8.27,5.12,Ideal,I,SI2
5305,1.01,New York City,58.3,58.0,6.65,6.59,3.86,Premium,D,SI1
669,0.43,Surat,63.6,55.0,4.8,4.83,3.06,Good,E,SI2
5430,1.01,Antwerp,63.1,53.0,6.36,6.42,4.03,Ideal,G,SI1
568,0.36,Paris,63.7,55.0,4.49,4.52,2.87,Good,H,VS2
1402,0.55,Kimberly,61.8,54.0,5.28,5.3,3.27,Ideal,H,VS2
8077,1.01,London,60.9,57.0,6.52,6.49,3.96,Ideal,F,VS1
10930,1.57,Surat,60.5,61.0,7.6,7.51,4.57,Premium,H,VS1
4256,1.0,Surat,62.6,56.0,6.38,6.34,3.98,Ideal,H,SI2
526,0.3,Zurich,63.5,54.0,4.25,4.28,2.71,Good,G,VS2
1935,0.5,Kimberly,61.2,56.0,5.13,5.1,3.13,Ideal,G,VVS2
7836,1.06,Antwerp,62.9,56.0,6.6,6.56,4.14,Ideal,G,VVS2
5078,0.93,Kimberly,56.3,67.0,6.52,6.45,3.65,Fair,D,VS2
6159,1.01,Surat,61.5,57.0,6.4,6.48,3.96,Very Good,F,VS2
1103,0.56,Zurich,61.8,57.0,5.28,5.33,3.28,Ideal,F,SI2
2294,0.59,Amsterdam,62.3,56.0,5.4,5.38,3.36,Ideal,E,VS1
930,0.41,Antwerp,61.8,55.0,4.77,4.81,2.96,Ideal,I,IF
2824,0.77,Kimberly,62.1,57.0,5.84,5.86,3.63,Ideal,I,VVS2
753,0.3,Kimberly,62.5,56.0,4.25,4.29,2.67,Very Good,G,VVS1
1018,0.32,Las Vegas,61.1,58.0,4.42,4.45,2.71,Ideal,E,IF
919,0.43,London,62.1,56.0,4.85,4.84,3.01,Ideal,E,SI2
1845,0.51,Antwerp,61.7,54.0,5.15,5.12,3.17,Ideal,D,VS1
13242,2.33,Surat,63.9,60.0,8.37,8.3,5.32,Good,G,SI2
7677,1.02,Antwerp,63.2,58.0,6.4,6.36,4.03,Very Good,D,VS2
2447,0.57,Kimberly,61.5,56.0,5.31,5.35,3.28,Ideal,E,VVS2
405,0.3,Paris,61.2,58.0,4.28,4.31,2.63,Very Good,I,SI1
4423,1.35,New York City,61.0,55.0,7.17,7.09,4.35,Ideal,J,SI1
589,0.32,Dubai,63.3,57.0,4.37,4.38,2.77,Good,D,SI1
928,0.33,New York City,62.1,56.0,4.46,4.43,2.76,Ideal,E,VS2
1114,0.53,Surat,62.9,58.0,5.16,5.18,3.25,Very Good,J,VS2
652,0.31,Madrid,61.5,56.0,4.34,4.36,2.68,Ideal,G,VS2
1959,0.7,London,63.2,60.0,5.58,5.62,3.54,Very Good,J,SI2
380,0.31,London,62.7,58.0,4.3,4.34,2.71,Very Good,J,VS2
11967,1.51,Antwerp,62.3,57.0,7.34,7.29,4.55,Ideal,H,VS1
4516,1.28,Amsterdam,63.8,55.0,6.84,6.79,4.35,Good,H,SI2
1845,0.51,London,60.9,57.0,5.2,5.17,3.16,Ideal,D,VS1
1227,0.53,Tel Aviv,60.5,60.0,5.24,5.21,3.16,Premium,E,SI2
765,0.4,Kimberly,61.6,56.0,4.74,4.68,2.9,Ideal,I,SI1
16690,2.18,Las Vegas,60.4,64.0,8.38,8.47,5.09,Good,H,SI2
1846,0.69,Antwerp,61.6,61.9,5.65,5.68,3.48,Good,I,VS1
752,0.33,New York City,62.8,57.0,4.39,4.47,2.78,Very Good,G,VVS2
3965,1.0,Surat,66.5,59.0,6.24,6.21,4.14,Fair,D,SI2
1944,0.54,Amsterdam,61.1,57.0,5.26,5.22,3.2,Ideal,H,VVS1
13194,1.51,Surat,61.2,61.0,7.44,7.33,4.52,Premium,G,VS2
4905,1.14,Dubai,61.5,59.0,6.64,6.75,4.11,Very Good,J,VS1
6006,1.5,Surat,57.5,63.0,7.53,7.49,4.32,Good,G,SI2
3625,0.83,Las Vegas,61.3,59.0,6.08,6.02,3.71,Premium,E,VS2
4584,1.07,Amsterdam,62.1,59.0,6.54,6.48,4.04,Premium,G,SI2
373,0.3,Antwerp,62.6,53.0,4.28,4.32,2.69,Ideal,J,VS1
683,0.41,Zurich,60.7,57.0,4.81,4.85,2.93,Ideal,E,SI2
4974,1.22,Kimberly,62.8,54.0,6.78,6.75,4.25,Ideal,E,SI2
4657,1.2,Las Vegas,61.5,59.0,6.84,6.81,4.2,Premium,J,SI1
6377,1.0,Kimberly,59.4,59.0,6.44,6.46,3.83,Very Good,E,VS2
844,0.3,Surat,62.1,55.0,4.33,4.3,2.68,Ideal,E,VS2
1815,0.52,Surat,61.2,56.0,5.23,5.16,3.18,Ideal,E,VS2
511,0.39,Luxembourg,62.8,57.0,4.61,4.66,2.91,Very Good,E,I1
1007,0.4,Kimberly,63.8,59.0,4.64,4.57,2.94,Good,G,VS2
10409,1.31,Tel Aviv,59.5,61.0,7.16,7.19,4.27,Very Good,D,VS2
4899,1.01,Amsterdam,61.0,61.0,6.44,6.47,3.94,Very Good,F,SI1
628,0.31,Paris,62.6,59.0,4.33,4.29,2.7,Premium,I,VS1
4309,0.9,Surat,63.1,56.0,6.14,6.04,3.84,Very Good,G,VS2
1007,0.41,Dubai,60.8,57.0,4.77,4.8,2.91,Ideal,F,VS1
3763,1.0,Madrid,65.3,55.0,6.34,6.25,4.11,Fair,I,VS1
7812,1.51,Kimberly,60.9,59.0,7.33,7.41,4.49,Very Good,J,SI1
658,0.3,Tel Aviv,62.3,58.0,4.28,4.32,2.68,Premium,E,VS2
2800,0.74,Zurich,62.9,60.0,5.74,5.68,3.59,Premium,G,VS1
1563,0.55,Dubai,61.6,56.0,5.26,5.3,3.25,Very Good,G,VS2
3081,0.79,Amsterdam,63.2,57.0,5.81,5.86,3.69,Very Good,D,SI2
720,0.32,Zurich,60.5,58.0,4.42,4.41,2.67,Premium,G,VS2
5206,1.16,Amsterdam,61.5,54.0,6.75,6.78,4.16,Ideal,G,SI2
5219,1.09,Las Vegas,61.1,57.0,6.71,6.62,4.07,Ideal,H,SI1
7393,0.9,London,61.9,59.0,6.14,6.17,3.81,Ideal,D,VS1
805,0.34,Paris,62.0,55.0,4.45,4.49,2.77,Ideal,D,VS2
945,0.7,Kimberly,63.9,59.0,5.64,5.5,3.57,Fair,F,I1
2033,0.82,Antwerp,57.4,59.0,6.19,6.25,3.57,Good,J,SI1
533,0.32,Madrid,62.7,57.0,4.37,4.4,2.75,Very Good,F,SI1
4754,1.02,Kimberly,59.2,58.0,6.6,6.57,3.9,Premium,H,SI1
778,0.3,Tel Aviv,59.5,56.0,4.41,4.37,2.61,Ideal,D,VS2
4252,1.02,Amsterdam,63.4,54.0,6.37,6.43,4.06,Very Good,H,SI2
1919,0.52,Antwerp,61.8,56.0,5.17,5.15,3.19,Ideal,D,VS2
6239,1.26,Paris,62.0,55.0,6.9,6.97,4.29,Ideal,H,SI2
4140,1.32,New York City,65.8,55.0,6.87,6.83,4.51,Fair,H,I1
2978,0.7,Antwerp,61.3,54.0,5.77,5.83,3.54,Ideal,E,VS1
1381,0.51,Surat,60.3,58.0,5.16,5.19,3.12,Premium,H,VS1
18760,2.08,Amsterdam,58.7,60.0,8.36,8.4,4.92,Ideal,H,SI1
1724,0.5,Surat,62.2,57.0,5.13,5.1,3.18,Ideal,E,VS1
1572,0.46,Zurich,62.0,56.0,4.96,4.98,3.07,Very Good,H,VVS1
5809,1.14,Kimberly,60.5,59.0,6.79,6.73,4.09,Premium,D,SI1
803,0.31,Amsterdam,60.7,57.0,4.37,4.4,2.66,Ideal,D,VS2
16192,2.02,Kimberly,59.8,59.0,8.21,8.3,4.94,Very Good,I,SI1
5087,1.03,London,60.9,61.0,6.54,6.5,3.97,Premium,F,SI1
863,0.41,Antwerp,62.6,57.0,4.71,4.74,2.96,Very Good,F,VS2
16239,2.66,Surat,63.8,57.0,8.71,8.65,5.54,Good,H,SI2
2896,0.77,Surat,58.3,63.0,6.0,6.05,3.51,Very Good,G,VS2
830,0.46,Luxembourg,65.6,58.0,4.8,4.84,3.16,Fair,H,VS2
5233,1.01,Kimberly,58.6,62.0,6.58,6.6,3.86,Good,E,SI1
10993,1.01,Kimberly,63.6,55.0,6.35,6.39,4.05,Very Good,E,VVS1
1026,0.41,Dubai,61.4,55.7,4.76,4.79,2.94,Ideal,F,VVS2
694,0.44,Dubai,63.1,57.0,4.83,4.87,3.06,Good,J,VS1
1046,0.31,Antwerp,62.1,59.0,4.39,4.34,2.71,Premium,G,VVS1
625,0.31,Kimberly,63.9,56.0,4.29,4.32,2.75,Good,F,VS2
3897,1.01,Antwerp,63.5,56.0,6.38,6.35,4.04,Very Good,F,SI2
703,0.38,Las Vegas,62.3,53.4,4.65,4.69,2.91,Ideal,I,VS1
14637,2.01,Surat,60.5,59.0,8.19,8.26,4.98,Very Good,I,SI2
18532,2.32,Surat,61.0,58.0,8.5,8.54,5.2,Ideal,G,SI2
6648,1.07,Kimberly,62.4,55.0,6.53,6.58,4.09,Ideal,G,VS2
4764,1.25,Dubai,62.7,57.0,6.86,6.88,4.31,Ideal,J,SI1
2717,1.0,Madrid,64.2,59.0,6.26,6.3,4.03,Good,F,I1
3880,0.71,Zurich,61.8,56.0,5.72,5.74,3.54,Ideal,F,VVS1
15193,1.09,Luxembourg,60.1,58.0,6.68,6.72,4.03,Ideal,E,IF
16241,2.26,Surat,56.9,60.0,8.73,8.66,4.95,Good,I,SI2
11430,1.55,New York City,61.3,59.0,7.41,7.46,4.56,Ideal,I,VVS2
3800,0.92,Luxembourg,60.6,60.0,6.28,6.33,3.82,Very Good,H,SI1
4958,1.07,Zurich,62.0,55.0,6.56,6.6,4.08,Ideal,I,SI1
16703,2.09,Las Vegas,60.6,57.0,8.3,8.2,5.0,Ideal,H,SI2
1698,0.56,Paris,61.9,55.0,5.32,5.28,3.28,Ideal,G,VS2
5637,1.25,Dubai,61.6,54.0,6.85,6.95,4.25,Very Good,H,SI2
9465,1.04,Zurich,61.5,57.0,6.51,6.54,4.01,Ideal,G,VVS2
2415,0.7,Antwerp,61.3,58.0,5.72,5.67,3.48,Premium,D,VS2
957,0.37,Antwerp,62.7,58.0,4.58,4.55,2.86,Premium,F,VS2
4395,1.09,Kimberly,61.2,62.0,6.63,6.58,4.04,Premium,H,SI2
625,0.31,Dubai,60.8,61.0,4.33,4.35,2.64,Very Good,G,VS1
1400,0.42,Amsterdam,62.1,55.0,4.78,4.81,2.98,Ideal,E,VVS1
648,0.44,Las Vegas,62.8,60.0,4.82,4.86,3.04,Very Good,F,SI2
4178,0.9,Madrid,63.8,57.0,6.12,6.07,3.89,Good,D,SI1
1166,0.46,Surat,67.3,61.0,4.81,4.71,3.21,Fair,D,VS1
18692,2.48,Amsterdam,63.4,56.0,8.64,8.55,5.45,Very Good,F,SI2
7179,1.01,Luxembourg,60.9,55.0,6.46,6.51,3.95,Very Good,G,VS1
14266,2.16,Dubai,63.6,56.0,8.18,8.12,5.18,Good,I,VS2
579,0.33,Kimberly,61.9,58.0,4.43,4.45,2.75,Premium,H,VS1
7467,1.52,Madrid,62.6,58.0,7.28,7.31,4.57,Very Good,J,VS2
956,0.7,New York City,67.3,59.0,5.51,5.45,3.69,Fair,G,I1
6810,1.32,Dubai,62.1,57.0,6.99,7.09,4.37,Very Good,I,SI1
1089,0.44,Amsterdam,61.9,59.0,4.9,4.86,3.02,Premium,D,SI1
625,0.31,Surat,62.2,56.0,4.32,4.36,2.7,Very Good,G,VS1
918,0.32,New York City,61.8,55.0,4.42,4.45,2.74,Ideal,G,IF
7929,1.51,Las Vegas,62.8,60.0,7.22,7.26,4.55,Good,H,SI2
2218,0.71,Tel Aviv,62.6,59.0,5.67,5.7,3.56,Very Good,I,SI1
9761,1.5,Kimberly,60.8,61.0,7.39,7.35,4.48,Premium,I,VS1
7850,1.22,New York City,61.6,60.0,6.85,6.88,4.23,Premium,G,VS1
3927,1.02,New York City,62.4,59.0,6.37,6.42,3.99,Very Good,H,SI2
5983,1.06,Kimberly,58.9,61.0,6.69,6.63,3.92,Premium,D,SI1
1076,0.41,Zurich,62.1,56.0,4.76,4.74,2.95,Ideal,F,VS1
558,0.25,New York City,61.2,59.0,4.05,4.02,2.47,Premium,F,VS1
14507,1.51,Amsterdam,62.6,60.0,7.28,7.19,4.53,Premium,G,VS1
7816,1.22,Antwerp,62.5,59.0,6.85,6.79,4.26,Premium,H,VS1
9954,1.5,Paris,60.0,61.0,7.48,7.43,4.47,Premium,G,SI1
720,0.32,Amsterdam,61.9,56.0,4.43,4.39,2.73,Ideal,E,SI1
561,0.32,Surat,63.3,56.0,4.34,4.35,2.75,Good,E,SI1
3664,0.87,Kimberly,60.2,60.0,6.12,6.17,3.7,Very Good,D,SI1
3844,0.91,New York City,60.8,57.0,6.28,6.22,3.81,Ideal,G,SI2
1557,0.51,Madrid,60.7,56.0,5.18,5.23,3.16,Ideal,G,VS2
10711,1.55,London,59.0,58.0,7.56,7.63,4.48,Very Good,I,VS1
872,0.31,New York City,62.3,57.0,4.35,4.32,2.7,Ideal,E,VS2
1601,0.52,Surat,63.4,54.0,5.08,5.11,3.23,Very Good,E,VS1
6882,1.01,Luxembourg,63.8,57.0,6.38,6.35,4.06,Good,G,VS1
13659,1.78,Kimberly,60.6,57.0,7.89,7.94,4.8,Very Good,F,SI1
1243,0.41,Paris,61.1,56.0,4.85,4.8,2.95,Ideal,E,VVS2
14139,1.56,Antwerp,60.9,58.0,7.49,7.53,4.57,Premium,G,VS1
1286,0.5,Paris,62.5,64.0,4.99,4.93,3.1,Good,G,SI1
745,0.4,Luxembourg,60.4,56.0,4.78,4.82,2.9,Ideal,G,SI2
15864,2.0,Antwerp,63.5,59.0,7.9,7.98,5.04,Very Good,E,SI2
1046,0.31,Las Vegas,60.2,59.0,4.43,4.38,2.65,Premium,G,VVS1
707,0.32,Paris,61.3,55.0,4.45,4.43,2.72,Ideal,G,VS1
7737,1.57,Kimberly,62.3,57.0,7.45,7.39,4.62,Ideal,J,SI1
1046,0.31,Zurich,62.5,57.0,4.4,4.3,2.72,Premium,G,VVS1
743,0.33,Paris,61.0,58.0,4.46,4.42,2.71,Premium,I,VVS2
2145,0.7,Surat,62.2,57.0,5.67,5.72,3.54,Very Good,H,VS1
3749,1.01,Paris,61.7,60.0,6.34,6.4,3.93,Premium,I,SI2
11104,1.22,New York City,59.2,58.0,7.02,6.97,4.14,Premium,G,IF
6443,1.3,Antwerp,57.1,63.0,7.27,7.22,4.14,Good,D,SI2
2607,0.72,Tel Aviv,61.1,56.0,5.83,5.79,3.55,Ideal,F,VS2
1947,0.52,Paris,61.2,56.0,5.2,5.16,3.17,Ideal,E,VS2
10833,2.0,Amsterdam,60.7,60.0,8.13,8.07,4.92,Premium,G,SI2
16547,1.6,Paris,59.8,54.0,7.75,7.63,4.6,Ideal,G,IF
1607,0.53,Surat,62.5,56.0,5.2,5.17,3.24,Ideal,G,VS2
926,0.32,Kimberly,61.5,60.0,4.37,4.41,2.7,Premium,D,VVS2
1569,0.5,Luxembourg,62.0,54.0,5.11,5.15,3.18,Ideal,G,VS1
921,0.35,Luxembourg,61.7,56.0,4.53,4.55,2.8,Ideal,H,IF
4500,0.9,New York City,62.2,59.0,6.18,6.13,3.83,Premium,E,VS2
11399,1.5,Surat,60.5,62.0,7.32,7.38,4.45,Good,F,SI1
847,0.42,New York City,61.4,56.0,4.82,4.85,2.97,Ideal,H,VS1
3047,0.73,Amsterdam,66.0,54.0,5.56,5.66,3.7,Fair,D,VS1
885,0.35,Dubai,59.9,59.9,4.54,4.59,2.73,Very Good,E,VS1
3171,0.79,Surat,60.3,56.0,5.99,6.05,3.63,Ideal,E,SI1
781,0.33,Antwerp,62.1,54.0,4.43,4.46,2.76,Ideal,D,VS2
4270,1.15,Kimberly,62.7,58.0,6.71,6.69,4.2,Premium,G,SI2
694,0.3,Kimberly,61.9,58.0,4.27,4.29,2.65,Ideal,E,VS1
743,0.33,New York City,61.9,56.0,4.48,4.44,2.76,Ideal,H,VS1
4084,1.04,New York City,60.3,62.0,6.5,6.56,3.94,Very Good,G,SI2
8818,1.52,Zurich,61.2,60.0,7.39,7.29,4.49,Fair,H,SI1
12927,2.02,London,61.0,62.0,8.1,8.14,4.95,Good,I,SI2
4434,0.91,Antwerp,63.4,55.0,6.22,6.18,3.93,Very Good,F,VS2
627,0.31,Las Vegas,61.7,57.0,4.35,4.37,2.69,Ideal,E,VS2
628,0.34,London,61.0,55.0,4.56,4.58,2.79,Ideal,G,VS2
3229,0.71,Madrid,61.8,55.0,5.72,5.77,3.55,Ideal,H,VS1
645,0.32,Surat,61.7,58.0,4.38,4.41,2.71,Premium,G,VS1
2188,0.52,Luxembourg,60.9,57.0,5.2,5.25,3.18,Ideal,F,VVS1
15420,1.51,Tel Aviv,57.9,62.0,7.54,7.53,4.36,Good,G,VVS1
492,0.33,Kimberly,62.3,59.0,4.39,4.44,2.75,Premium,G,SI1
4974,1.22,Surat,62.1,56.0,6.89,6.83,4.26,Premium,E,SI2
790,0.3,Madrid,61.0,57.0,4.33,4.36,2.65,Very Good,F,VVS1
1263,0.4,Tel Aviv,61.3,56.0,4.75,4.78,2.92,Ideal,D,VVS2
4879,1.05,New York City,62.8,59.0,6.43,6.4,4.03,Premium,F,SI1
689,0.36,Antwerp,62.0,56.0,4.6,4.56,2.84,Ideal,D,SI2
1624,0.5,Zurich,61.3,60.0,5.07,5.11,3.12,Premium,E,VS2
3212,0.71,Kimberly,62.7,57.0,5.7,5.75,3.59,Ideal,D,VS2
4679,1.03,Dubai,61.2,57.0,6.51,6.59,4.01,Ideal,D,SI2
17099,2.02,Amsterdam,60.1,59.0,8.29,8.21,4.96,Premium,G,SI2
2499,0.55,Antwerp,61.4,56.0,5.28,5.31,3.25,Ideal,E,VVS2
552,0.35,Antwerp,63.7,57.0,4.48,4.53,2.87,Good,H,VS2
6894,1.42,Madrid,60.1,65.0,7.28,7.2,4.35,Very Good,I,VS1
628,0.31,Tel Aviv,62.2,58.0,4.34,4.31,2.69,Premium,H,VS2
525,0.25,Surat,61.8,57.0,4.04,4.07,2.5,Very Good,G,VVS1
810,0.36,Madrid,62.4,55.0,4.58,4.55,2.85,Ideal,E,SI1
1727,0.53,Amsterdam,63.7,55.0,5.15,5.12,3.27,Good,E,VS2
4620,1.12,Amsterdam,61.9,58.0,6.66,6.74,4.15,Premium,H,SI2
8517,1.5,New York City,62.4,61.0,7.23,7.36,4.55,Good,D,SI2
673,0.29,Tel Aviv,60.2,56.0,4.29,4.33,2.59,Ideal,G,VVS1
540,0.32,Tel Aviv,61.6,59.0,4.38,4.35,2.69,Premium,G,SI2
432,0.3,Zurich,62.4,54.0,4.33,4.35,2.71,Very Good,G,SI1
5182,1.69,Surat,60.2,61.0,7.7,7.79,4.66,Very Good,J,I1
11511,1.25,Madrid,60.2,54.0,6.99,7.03,4.22,Ideal,G,IF
5192,1.22,Luxembourg,62.3,55.0,6.91,6.83,4.28,Ideal,J,SI1
965,0.33,Antwerp,61.9,58.0,4.43,4.39,2.73,Premium,G,VVS2
2345,0.72,Luxembourg,62.7,57.0,5.71,5.78,3.6,Ideal,E,SI2
12690,2.01,Antwerp,60.5,59.0,8.12,8.01,4.88,Premium,J,SI1
7648,1.0,Amsterdam,62.5,54.0,6.4,6.44,4.01,Ideal,G,VS1
3070,0.92,Surat,59.0,63.0,6.3,6.35,3.73,Good,J,SI2
1013,0.36,Luxembourg,61.9,56.0,4.59,4.56,2.83,Ideal,E,VS2
2535,0.7,Luxembourg,63.2,56.0,5.61,5.56,3.53,Very Good,G,VS1
814,0.31,Surat,54.2,63.0,4.61,4.51,2.47,Fair,E,VS2
1389,0.42,New York City,60.5,58.0,4.84,4.81,2.92,Premium,F,VVS1
14249,2.27,New York City,63.6,58.0,8.37,8.29,5.3,Good,H,SI2
2711,0.71,Antwerp,62.1,59.0,5.68,5.72,3.54,Premium,E,VS2
5939,1.01,London,62.3,60.0,6.4,6.35,3.97,Premium,D,SI1
1238,0.44,Kimberly,60.6,64.0,4.97,4.89,2.99,Good,D,VS2
12009,1.5,Antwerp,61.0,57.0,7.38,7.41,4.51,Ideal,G,SI1
1106,0.4,Dubai,62.5,54.0,4.73,4.77,2.97,Ideal,E,VVS2
761,0.31,Las Vegas,62.4,55.0,4.33,4.36,2.71,Ideal,F,VVS2
622,0.4,Antwerp,61.3,56.0,4.72,4.77,2.91,Ideal,D,SI2
579,0.33,Antwerp,62.2,59.0,4.41,4.47,2.76,Premium,I,VVS2
10915,1.05,Antwerp,59.5,60.0,6.56,6.66,3.93,Very Good,E,VVS1
7274,1.23,Antwerp,59.2,62.0,7.05,7.0,4.16,Premium,E,SI1
2999,0.74,Kimberly,62.7,58.0,5.83,5.74,3.63,Premium,E,VS1
1240,0.54,Amsterdam,61.0,56.1,5.25,5.28,3.21,Ideal,J,VS1
816,0.31,Paris,61.7,56.0,4.33,4.36,2.68,Ideal,E,VVS2
2911,0.59,Kimberly,61.1,57.0,5.39,5.41,3.3,Ideal,E,VVS2
4979,1.16,Kimberly,62.6,57.0,6.75,6.67,4.2,Premium,H,SI2
8753,1.09,Dubai,61.8,56.0,6.58,6.62,4.08,Ideal,G,VVS2
1002,0.33,London,60.2,57.0,4.52,4.48,2.71,Ideal,E,VS1
3888,1.01,Kimberly,60.6,61.0,6.38,6.45,3.89,Very Good,H,SI2
2851,0.86,Kimberly,62.7,59.0,6.04,5.98,3.77,Premium,H,SI1
2032,0.56,Antwerp,61.3,55.0,5.32,5.29,3.25,Ideal,E,VS1
1789,0.59,Zurich,62.0,55.0,5.4,5.37,3.34,Ideal,E,SI1
2898,0.79,Kimberly,62.3,57.0,5.9,5.85,3.66,Ideal,G,SI1
1163,0.4,Madrid,60.8,59.0,4.76,4.72,2.88,Premium,F,VVS2
16641,2.05,Surat,61.4,58.5,8.13,8.16,5.0,Very Good,J,VS1
371,0.27,Luxembourg,66.4,58.0,3.99,4.02,2.66,Fair,E,VS1
477,0.32,New York City,63.0,56.0,4.35,4.38,2.75,Very Good,G,SI1
5206,1.01,Dubai,62.5,57.0,6.39,6.35,3.98,Ideal,D,SI2
17835,2.0,Surat,61.6,59.0,8.2,8.09,5.02,Premium,D,SI2
8483,1.03,Paris,61.2,57.0,6.48,6.52,3.98,Ideal,G,VVS2
545,0.26,Paris,62.3,56.0,4.07,4.1,2.54,Ideal,G,VVS2
2837,0.7,Luxembourg,62.6,59.0,5.69,5.66,3.55,Premium,E,VS1
628,0.31,Surat,62.2,55.0,4.39,4.35,2.72,Ideal,H,VS2
3192,1.0,Tel Aviv,64.4,57.0,6.35,6.29,4.07,Fair,H,SI2
1832,0.55,Madrid,60.3,58.0,5.32,5.29,3.2,Premium,F,VS1
403,0.33,Antwerp,61.1,56.0,4.49,4.55,2.76,Ideal,J,SI1
1629,0.5,Dubai,60.7,62.0,5.1,5.08,3.09,Premium,G,VS1
1389,0.5,Antwerp,64.9,59.0,4.89,4.94,3.19,Good,E,VS2
434,0.26,Tel Aviv,62.1,55.0,4.08,4.1,2.54,Ideal,H,VS2
2203,0.51,New York City,60.5,59.0,5.17,5.15,3.12,Premium,F,VVS2
3054,0.7,Zurich,62.9,60.0,5.62,5.67,3.55,Very Good,D,VS1
2001,0.75,Antwerp,61.5,54.0,5.87,5.9,3.62,Ideal,J,VS2
825,0.45,Kimberly,61.9,54.0,4.95,4.97,3.07,Ideal,I,VS1
2048,0.7,Surat,57.7,60.0,5.85,5.9,3.39,Very Good,H,SI1
574,0.3,Las Vegas,58.8,60.0,4.39,4.35,2.57,Premium,G,SI1
2962,0.71,Tel Aviv,62.2,56.0,5.69,5.72,3.55,Ideal,G,VS1
9346,1.23,Amsterdam,60.6,58.0,6.88,6.95,4.19,Very Good,F,VS1
5976,1.24,Luxembourg,62.4,57.0,6.89,6.87,4.29,Ideal,I,SI1
1090,0.5,Antwerp,64.0,57.0,5.04,4.99,3.21,Good,E,SI1
1881,0.55,London,61.6,55.0,5.32,5.29,3.27,Ideal,G,VS1
7696,1.12,Madrid,58.9,59.0,6.84,6.77,4.01,Fair,D,VS2
6416,1.01,London,62.2,60.0,6.37,6.4,3.97,Premium,F,VS2
4805,1.01,Kimberly,63.6,56.0,6.38,6.33,4.04,Good,D,SI2
16992,2.12,Surat,59.1,59.0,8.47,8.43,4.99,Premium,H,SI2
10306,2.14,Amsterdam,58.4,58.0,8.52,8.5,4.97,Premium,J,SI2
968,0.43,Surat,60.4,58.0,4.9,4.87,2.95,Premium,G,SI1
526,0.3,Zurich,63.3,56.0,4.26,4.3,2.71,Good,H,VS1
1832,0.51,Paris,61.0,57.0,5.18,5.15,3.15,Ideal,D,VS2
1698,0.55,Madrid,62.7,55.0,5.26,5.24,3.29,Ideal,F,VS2
1151,0.41,Tel Aviv,62.1,55.0,4.74,4.79,2.96,Ideal,G,VVS1
15164,1.51,Surat,60.5,56.0,7.42,7.45,4.5,Ideal,G,VVS2
815,0.29,Antwerp,59.9,56.0,4.35,4.37,2.61,Very Good,F,IF
3435,0.91,Luxembourg,60.4,61.0,6.21,6.28,3.77,Very Good,G,SI2
11899,2.0,London,59.8,60.0,8.13,8.09,4.85,Premium,J,SI2
449,0.32,Paris,62.2,59.0,4.35,4.37,2.71,Premium,I,VS2
14859,1.66,Antwerp,61.5,57.0,7.62,7.59,4.68,Ideal,H,IF
2869,1.08,Kimberly,61.9,60.0,6.55,6.48,4.03,Premium,D,I1
1654,0.5,Antwerp,62.9,55.0,5.1,5.07,3.2,Ideal,F,VS2
394,0.3,Las Vegas,62.6,61.0,4.2,4.24,2.64,Very Good,F,SI2
720,0.32,Kimberly,61.4,55.0,4.46,4.4,2.72,Ideal,G,VS2
876,0.41,Antwerp,61.3,57.0,4.83,4.79,2.95,Premium,E,SI2
12620,1.63,Luxembourg,61.3,56.0,7.6,7.57,4.65,Ideal,H,VS2
772,0.32,Amsterdam,60.6,56.0,4.44,4.47,2.7,Very Good,G,VVS1
1292,0.54,Luxembourg,63.2,56.0,5.16,5.19,3.27,Good,G,SI1
2706,0.76,Zurich,58.8,57.0,6.03,5.98,3.51,Premium,D,SI2
6776,1.22,Amsterdam,61.8,57.0,6.86,6.82,4.23,Premium,H,SI1
5661,1.08,Antwerp,62.1,57.0,6.57,6.54,4.07,Ideal,G,VS2
786,0.31,New York City,62.8,56.0,4.34,4.39,2.74,Ideal,G,IF
17197,1.71,Las Vegas,62.3,58.0,7.65,7.61,4.75,Premium,G,VS1
470,0.27,Surat,58.7,58.0,4.25,4.3,2.51,Very Good,F,VS2
502,0.31,Las Vegas,62.5,53.4,4.31,4.34,2.7,Ideal,I,VS1
